Time (ms),Sensed Force (N),Desired Position (mm),Actual Position (mm)
4495,-5.1882,5.0,5.4
4496,-5.2859,5.0,5.4
4497,-5.2936,4.9,5.4
4498,-5.2647,4.9,5.4
4499,-5.3359,4.9,5.3
4500,-5.3873,4.8,5.3
4501,-5.4697,4.8,5.2
4502,-5.4086,4.7,5.2
4503,-5.4430,4.7,5.1
4504,-5.4460,4.7,5.1
4505,-5.6363,4.6,5.1
4506,-5.7225,4.6,5.0
4507,-5.7470,4.5,5.0
4508,-5.7189,4.5,5.0
4509,-5.8182,4.5,4.9
4510,-5.8965,4.4,4.9
4511,-5.8807,4.4,4.8
4512,-5.8280,4.3,4.8
4513,-5.7709,4.3,4.8
4514,-5.7514,4.3,4.7
4515,-5.8227,4.2,4.7
4516,-5.9162,4.2,4.6
4517,-5.7553,4.1,4.6
4518,-5.6379,4.1,4.6
4519,-5.4761,4.0,4.5
4520,-5.5402,4.0,4.5
4521,-5.4924,3.9,4.5
4522,-5.5177,3.9,4.4
4523,-5.5972,3.9,4.4
4524,-5.5666,3.8,4.4
4525,-5.5104,3.8,4.3
4526,-5.4554,3.7,4.3
4527,-5.3579,3.7,4.2
4528,-5.3345,3.6,4.2
4529,-5.3960,3.6,4.2
4530,-5.3442,3.5,4.1
4531,-5.3583,3.5,4.1
4532,-5.3958,3.4,4.0
4533,-5.4327,3.4,4.0
4534,-5.3586,3.3,3.9
4535,-5.1989,3.3,3.9
4536,-5.0280,3.2,3.9
4537,-4.9451,3.2,3.8
4538,-5.0353,3.1,3.8
4539,-5.0996,3.1,3.8
4540,-5.1124,3.0,3.7
4541,-5.0375,3.0,3.7
4542,-4.8642,2.9,3.6
4543,-4.7765,2.9,3.6
4544,-4.8691,2.8,3.5
4545,-4.9373,2.8,3.5
4546,-5.0529,2.7,3.5
4547,-5.0230,2.7,3.4
4548,-4.9465,2.6,3.4
4549,-4.9028,2.6,3.3
4550,-4.9028,2.5,3.2
4551,-4.9024,2.4,3.2
4552,-4.9557,2.4,3.1
4553,-4.9163,2.3,3.1
4554,-4.9016,2.3,3.0
4555,-4.9519,2.2,3.0
4556,-5.0368,2.2,2.9
4557,-5.0419,2.1,2.9
4558,-5.0369,2.1,2.8
4559,-4.9582,2.0,2.8
4560,-4.8628,1.9,2.7
4561,-4.8932,1.9,2.7
4562,-5.1194,1.8,2.6
4563,-5.4343,1.8,2.5
4564,-5.5549,1.7,2.5
4565,-5.4107,1.7,2.4
4566,-5.1047,1.6,2.4
4567,-5.0036,1.5,2.3
4568,-5.1230,1.5,2.3
4569,-5.1979,1.4,2.2
4570,-5.2227,1.4,2.1
4571,-5.1393,1.3,2.1
4572,-5.1675,1.3,2.0
4573,-5.2027,1.2,2.0
4574,-5.0658,1.1,1.9
4575,-4.9339,1.1,1.8
4576,-4.8551,1.0,1.8
4577,-5.0449,1.0,1.7
4578,-5.2623,0.9,1.6
4579,-5.3874,0.8,1.6
4580,-5.3638,0.8,1.5
4581,-5.3129,0.7,1.4
4582,-5.3485,0.7,1.4
4583,-5.4063,0.6,1.3
4584,-5.3218,0.5,1.3
4585,-5.0769,0.5,1.2
4586,-4.9168,0.4,1.2
4587,-4.8754,0.3,1.1
4588,-5.1459,0.3,1.0
4589,-5.2352,0.2,1.0
4590,-5.2179,0.1,0.9
4591,-5.0412,0.1,0.9
4592,-4.9107,0.0,0.8
4593,-4.9761,0.0,0.7
4594,-4.9579,-0.1,0.7
4595,-5.0200,-0.2,0.6
4596,-4.9656,-0.2,0.5
4597,-5.0840,-0.3,0.5
4598,-5.3180,-0.4,0.4
4599,-5.4637,-0.4,0.4
4600,-5.2743,-0.5,0.3
4601,-4.8305,-0.6,0.2
4602,-4.3509,-0.6,0.2
4603,-4.5235,-0.7,0.1
4604,-4.0869,-0.8,0.0
4605,-3.0801,-0.8,0.0
4606,-1.8789,-0.9,-0.1
4607,-0.9019,-1.0,-0.1
4608,-0.0122,-1.0,-0.2
4609,0.8732,-1.1,-0.2
4610,1.7881,-1.2,-0.2
4611,2.5582,-1.2,-0.3
4612,2.9340,-1.3,-0.3
4613,3.5436,-1.4,-0.3
4614,4.1444,-1.4,-0.4
4615,4.8882,-1.5,-0.4
4616,5.3334,-1.6,-0.5
4617,5.8754,-1.6,-0.5
4618,6.2008,-1.7,-0.6
4619,6.5676,-1.7,-0.6
4620,6.7989,-1.8,-0.6
4621,7.1346,-1.9,-0.7
4622,7.4153,-1.9,-0.7
4623,7.7581,-2.0,-0.7
4624,8.1553,-2.0,-0.8
4625,8.4958,-2.1,-0.8
4626,8.7749,-2.1,-0.9
4627,9.0650,-2.2,-0.9
4628,9.3881,-2.2,-0.9
4629,9.7085,-2.3,-1.0
4630,10.0516,-2.3,-1.0
4631,10.2785,-2.4,-1.0
4632,10.5793,-2.4,-1.1
4633,10.8859,-2.5,-1.1
4634,11.2103,-2.5,-1.1
4635,11.4945,-2.6,-1.2
4636,11.8734,-2.6,-1.2
4637,12.3363,-2.7,-1.2
4638,12.9177,-2.7,-1.3
4639,13.5625,-2.7,-1.3
4640,14.1994,-2.8,-1.3
4641,14.8949,-2.8,-1.3
4642,15.5438,-2.8,-1.4
4643,16.2498,-2.9,-1.4
4644,16.8864,-2.9,-1.5
4645,17.5214,-2.9,-1.5
4646,18.0998,-3.0,-1.5
4647,18.7806,-3.0,-1.5
4648,19.3833,-3.0,-1.6
4649,19.9706,-3.0,-1.6
4650,20.4375,-3.0,-1.7
4651,20.8888,-3.1,-1.7
4652,21.2921,-3.1,-1.7
4653,21.6400,-3.1,-1.7
4654,22.1337,-3.1,-1.8
4655,22.5393,-3.1,-1.8
4656,22.9111,-3.1,-1.8
4657,23.1867,-3.1,-1.9
4658,23.5106,-3.1,-1.9
4659,23.8677,-3.1,-1.9
4660,24.2228,-3.1,-1.9
4661,24.6186,-3.1,-2.0
4662,24.9679,-3.1,-2.0
4663,25.1674,-3.1,-2.0
4664,25.3674,-3.1,-2.0
4665,25.5740,-3.1,-2.0
4666,25.8058,-3.1,-2.0
4667,25.9943,-3.1,-2.1
4668,26.0904,-3.0,-2.1
4669,26.1897,-3.0,-2.1
4670,26.1930,-3.0,-2.1
4671,26.1616,-3.0,-2.1
4672,25.9582,-2.9,-2.1
4673,25.7765,-2.9,-2.1
4674,25.6288,-2.9,-2.1
4675,25.6185,-2.8,-2.1
4676,25.7188,-2.8,-2.1
4677,25.7330,-2.7,-2.1
4678,25.6637,-2.7,-2.1
4679,25.4820,-2.6,-2.1
4680,25.3609,-2.6,-2.1
4681,25.3112,-2.5,-2.1
4682,25.2300,-2.5,-2.1
4683,25.1607,-2.4,-2.1
4684,25.0331,-2.4,-2.1
4685,24.9222,-2.3,-2.1
4686,24.7914,-2.3,-2.1
4687,24.4944,-2.2,-2.0
4688,24.1139,-2.1,-2.0
4689,23.7624,-2.1,-2.0
4690,23.5337,-2.0,-2.0
4691,23.0265,-1.9,-2.0
4692,22.7765,-1.8,-2.0
4693,22.2239,-1.8,-1.9
4694,21.7221,-1.7,-1.9
4695,21.2637,-1.6,-1.9
4696,20.7845,-1.5,-1.9
4697,20.3452,-1.5,-1.8
4698,19.9816,-1.4,-1.8
4699,19.4917,-1.3,-1.8
4700,19.0886,-1.2,-1.8
4701,18.6295,-1.1,-1.7
4702,18.2167,-1.0,-1.7
4703,17.7510,-0.9,-1.7
4704,17.2251,-0.8,-1.6
4705,16.6515,-0.7,-1.6
4706,16.0992,-0.6,-1.6
4707,15.5479,-0.5,-1.5
4708,15.0011,-0.4,-1.5
4709,14.2831,-0.4,-1.4
4710,13.6066,-0.3,-1.4
4711,12.9093,-0.2,-1.4
4712,12.1723,0.0,-1.3
4713,11.4250,0.1,-1.3
4714,10.7512,0.2,-1.2
4715,10.0215,0.3,-1.2
4716,9.1807,0.4,-1.1
4717,8.5421,0.5,-1.1
4718,7.7841,0.6,-1.0
4719,6.9046,0.7,-1.0
4720,6.0440,0.8,-0.9
4721,5.2388,0.9,-0.9
4722,4.3261,1.0,-0.8
4723,3.3049,1.1,-0.8
4724,2.3222,1.2,-0.7
4725,1.3478,1.3,-0.7
4726,0.2841,1.4,-0.6
4727,-0.8141,1.5,-0.6
4728,-1.8383,1.6,-0.5
4729,-2.8772,1.7,-0.4
4730,-3.9027,1.8,-0.4
4731,-4.6910,1.9,-0.3
4732,-5.7093,2.0,-0.2
4733,-6.2149,2.1,-0.2
4734,-6.7341,2.2,-0.1
4735,-6.8417,2.3,0.0
4736,-7.7723,2.4,0.1
4737,-8.1567,2.5,0.2
4738,-7.8182,2.6,0.3
4739,-7.6300,2.7,0.4
4740,-7.9999,2.8,0.5
4741,-7.5246,2.9,0.5
4742,-7.2801,3.0,0.7
4743,-6.9977,3.1,0.8
4744,-7.5424,3.2,0.9
4745,-7.7285,3.3,1.0
4746,-7.6057,3.3,1.1
4747,-6.9309,3.4,1.2
4748,-6.7786,3.5,1.3
4749,-6.8458,3.6,1.4
4750,-7.3758,3.7,1.5
4751,-7.4768,3.8,1.6
4752,-7.2686,3.8,1.7
4753,-7.3246,3.9,1.9
4754,-7.3484,4.0,2.0
4755,-7.3429,4.1,2.1
4756,-7.2130,4.1,2.2
4757,-7.0489,4.2,2.3
4758,-6.8899,4.3,2.4
4759,-6.8758,4.4,2.5
4760,-6.8617,4.4,2.6
4761,-6.8967,4.5,2.7
4762,-6.8318,4.6,2.8
4763,-6.6881,4.6,2.9
4764,-6.4631,4.7,3.1
4765,-6.2898,4.8,3.2
4766,-6.1413,4.8,3.3
4767,-6.1117,4.9,3.4
4768,-5.9324,4.9,3.5
4769,-5.8878,5.0,3.6
4770,-5.5797,5.1,3.7
4771,-5.4568,5.1,3.8
4772,-5.2483,5.2,3.9
4773,-5.0614,5.2,4.0
4774,-4.9366,5.3,4.1
4775,-4.6664,5.3,4.2
4776,-4.5929,5.4,4.3
4777,-4.5299,5.4,4.4
4778,-4.5056,5.5,4.5
4779,-4.4179,5.5,4.6
4780,-4.3622,5.6,4.7
4781,-4.3520,5.6,4.8
4782,-4.4201,5.7,4.8
4783,-4.5813,5.7,4.9
4784,-4.6824,5.8,5.0
4785,-4.7053,5.8,5.0
4786,-4.8145,5.9,5.1
4787,-4.8924,5.9,5.1
4788,-4.8599,5.9,5.2
4789,-4.7743,6.0,5.3
4790,-4.7462,6.0,5.3
4791,-4.6716,6.0,5.4
4792,-4.7958,6.1,5.4
4793,-4.7623,6.1,5.5
4794,-4.6923,6.2,5.5
4795,-4.6099,6.2,5.6
4796,-4.4837,6.2,5.6
4797,-4.4915,6.2,5.6
4798,-4.5422,6.3,5.7
4799,-4.5000,6.3,5.7
4800,-4.3964,6.3,5.8
4801,-4.4637,6.3,5.8
4802,-4.6493,6.4,5.8
4803,-5.0489,6.4,5.9
4804,-5.2182,6.4,5.9
4805,-5.3235,6.4,5.9
4806,-5.2932,6.5,5.9
4807,-5.3488,6.5,6.0
4808,-5.4013,6.5,6.0
4809,-5.4822,6.5,6.0
4810,-5.5131,6.5,6.0
4811,-5.5543,6.5,6.0
4812,-5.5324,6.5,6.0
4813,-5.5661,6.6,6.1
4814,-5.4736,6.6,6.1
4815,-5.2994,6.6,6.1
4816,-5.3583,6.6,6.1
4817,-5.5189,6.6,6.1
4818,-5.7430,6.6,6.1
4819,-5.8556,6.6,6.2
4820,-5.7835,6.6,6.2
4821,-5.7404,6.6,6.2
4822,-5.7507,6.6,6.2
4823,-5.8573,6.6,6.2
4824,-5.9335,6.6,6.2
4825,-5.8428,6.6,6.3
4826,-5.6837,6.6,6.3
4827,-5.5441,6.6,6.3
4828,-5.4719,6.6,6.3
4829,-5.4212,6.6,6.3
4830,-5.3729,6.6,6.3
4831,-5.3300,6.6,6.3
4832,-5.3292,6.6,6.3
4833,-5.2853,6.6,6.4
4834,-5.2107,6.6,6.4
4835,-5.1368,6.6,6.4
4836,-5.1774,6.6,6.4
4837,-5.2921,6.5,6.4
4838,-5.3210,6.5,6.4
4839,-5.3865,6.5,6.4
4840,-5.4107,6.5,6.4
4841,-5.4383,6.5,6.4
4842,-5.4518,6.5,6.4
4843,-5.4347,6.5,6.4
4844,-5.4239,6.5,6.4
4845,-5.4002,6.5,6.4
4846,-5.4307,6.5,6.4
4847,-5.4798,6.5,6.4
4848,-5.4511,6.4,6.4
4849,-5.4797,6.4,6.4
4850,-5.4572,6.4,6.4
4851,-5.5351,6.4,6.4
4852,-5.5970,6.4,6.4
4853,-5.6124,6.4,6.4
4854,-5.5846,6.4,6.4
4855,-5.6697,6.3,6.4
4856,-5.7211,6.3,6.4
4857,-5.8049,6.3,6.3
4858,-5.9033,6.3,6.3
4859,-5.8915,6.3,6.3
4860,-5.8588,6.3,6.3
4861,-5.8168,6.2,6.3
4862,-5.7694,6.2,6.3
4863,-5.7087,6.2,6.3
4864,-5.6879,6.2,6.3
4865,-5.7006,6.2,6.3
4866,-5.6898,6.1,6.3
4867,-5.6747,6.1,6.3
4868,-5.5775,6.1,6.3
4869,-5.5425,6.1,6.3
4870,-5.5010,6.1,6.2
4871,-5.5776,6.0,6.2
4872,-5.5416,6.0,6.2
4873,-5.5132,6.0,6.2
4874,-5.4605,6.0,6.2
4875,-5.3831,5.9,6.2
4876,-5.3845,5.9,6.2
4877,-5.3273,5.9,6.2
4878,-5.2929,5.9,6.2
4879,-5.2355,5.8,6.1
4880,-5.2224,5.8,6.1
4881,-5.1886,5.8,6.1
4882,-5.0338,5.8,6.1
4883,-4.9090,5.7,6.1
4884,-4.8338,5.7,6.1
4885,-4.8629,5.7,6.1
4886,-4.9883,5.6,6.0
4887,-5.0671,5.6,6.0
4888,-5.0147,5.6,6.0
4889,-4.9008,5.5,6.0
4890,-4.8801,5.5,5.9
4891,-4.8765,5.5,5.9
4892,-4.9620,5.5,5.9
4893,-4.9774,5.4,5.9
4894,-4.9662,5.4,5.9
4895,-4.9644,5.4,5.8
4896,-4.9664,5.3,5.8
4897,-5.0989,5.3,5.8
4898,-5.1243,5.3,5.7
4899,-5.0711,5.2,5.7
4900,-4.9367,5.2,5.7
4901,-5.0063,5.2,5.6
4902,-5.1485,5.1,5.6
4903,-5.3897,5.1,5.6
4904,-5.3467,5.0,5.5
4905,-5.2332,5.0,5.5
4906,-5.1325,5.0,5.5
4907,-5.2023,4.9,5.4
4908,-5.3610,4.9,5.4
4909,-5.4626,4.9,5.3
4910,-5.4960,4.8,5.3
4911,-5.5729,4.8,5.3
4912,-5.6666,4.7,5.2
4913,-5.6529,4.7,5.2
4914,-5.5660,4.7,5.1
4915,-5.4663,4.6,5.1
4916,-5.5044,4.6,5.1
4917,-5.6529,4.6,5.0
4918,-5.8076,4.5,5.0
4919,-5.8450,4.5,4.9
4920,-5.8567,4.4,4.9
4921,-5.8571,4.4,4.9
4922,-5.7978,4.3,4.8
4923,-5.8214,4.3,4.8
4924,-5.7613,4.3,4.7
4925,-5.7439,4.2,4.7
4926,-5.7780,4.2,4.7
4927,-5.7747,4.1,4.6
4928,-5.8132,4.1,4.6
4929,-5.7953,4.0,4.5
4930,-5.7780,4.0,4.5
4931,-5.6374,3.9,4.5
4932,-5.5790,3.9,4.4
4933,-5.5875,3.8,4.4
4934,-5.6159,3.8,4.3
4935,-5.6755,3.8,4.3
4936,-5.5784,3.7,4.3
4937,-5.3778,3.7,4.2
4938,-5.2431,3.6,4.2
4939,-5.3876,3.6,4.1
4940,-5.5782,3.5,4.1
4941,-5.7651,3.5,4.1
4942,-5.7196,3.4,4.0
4943,-5.5325,3.4,4.0
4944,-5.3269,3.3,4.0
4945,-5.3062,3.3,3.9
4946,-5.2821,3.2,3.9
4947,-5.3071,3.2,3.8
4948,-5.3044,3.1,3.8
4949,-5.3049,3.1,3.7
4950,-5.2995,3.0,3.7
4951,-5.2837,3.0,3.6
4952,-5.1268,2.9,3.6
4953,-4.9336,2.8,3.6
4954,-4.6965,2.8,3.5
4955,-4.6147,2.7,3.5
4956,-4.6647,2.7,3.4
4957,-4.7102,2.6,3.4
4958,-4.7330,2.6,3.3
4959,-4.7278,2.5,3.3
4960,-4.7371,2.5,3.3
4961,-4.7651,2.4,3.2
4962,-4.7001,2.4,3.2
4963,-4.7265,2.3,3.1
4964,-4.8458,2.2,3.0
4965,-4.8948,2.2,3.0
4966,-4.9359,2.1,2.9
4967,-4.9175,2.1,2.9
4968,-4.9231,2.0,2.8
4969,-5.0153,2.0,2.8
4970,-4.9509,1.9,2.7
4971,-4.9617,1.9,2.7
4972,-4.9445,1.8,2.6
4973,-4.9398,1.7,2.5
4974,-5.0384,1.7,2.5
4975,-4.9812,1.6,2.4
4976,-5.0029,1.6,2.3
4977,-4.9637,1.5,2.3
4978,-4.8890,1.4,2.2
4979,-4.9006,1.4,2.2
4980,-4.9123,1.3,2.1
4981,-4.9770,1.3,2.1
4982,-5.0641,1.2,2.0
4983,-5.1518,1.2,1.9
4984,-5.2293,1.1,1.9
4985,-5.1163,1.0,1.8
4986,-5.0121,1.0,1.7
4987,-4.9174,0.9,1.7
4988,-4.9941,0.8,1.6
4989,-5.1108,0.8,1.5
4990,-5.2659,0.7,1.5
4991,-5.2550,0.7,1.4
4992,-5.2295,0.6,1.3
4993,-5.2473,0.5,1.3
4994,-5.1828,0.5,1.2
4995,-5.1439,0.4,1.1
4996,-4.9960,0.4,1.1
4997,-5.1273,0.3,1.0
4998,-5.3006,0.2,1.0
4999,-5.3620,0.2,0.9
5000,-5.3133,0.1,0.8
5001,-5.1145,0.0,0.8
5002,-5.1706,0.0,0.7
5003,-5.2122,-0.1,0.6
5004,-5.2803,-0.2,0.6
5005,-5.0759,-0.2,0.5
5006,-4.9970,-0.3,0.4
5007,-5.0908,-0.4,0.4
5008,-5.2238,-0.4,0.3
5009,-5.3133,-0.5,0.3
5010,-5.1292,-0.6,0.2
5011,-4.8233,-0.6,0.2
5012,-4.8221,-0.7,0.1
5013,-4.2087,-0.8,0.0
5014,-2.9821,-0.8,0.0
5015,-1.3454,-0.9,-0.1
5016,-0.6655,-1.0,-0.1
5017,-0.2036,-1.0,-0.2
5018,0.8257,-1.1,-0.2
5019,1.5378,-1.2,-0.2
5020,2.0033,-1.2,-0.3
5021,2.5452,-1.3,-0.3
5022,3.4160,-1.4,-0.3
5023,3.9362,-1.4,-0.4
5024,4.5892,-1.5,-0.4
5025,5.1815,-1.5,-0.5
5026,5.7584,-1.6,-0.5
5027,5.8872,-1.7,-0.5
5028,6.2327,-1.7,-0.6
5029,6.4027,-1.8,-0.6
5030,6.7424,-1.9,-0.7
5031,7.0786,-1.9,-0.7
5032,7.4860,-2.0,-0.7
5033,7.7727,-2.0,-0.8
5034,8.0767,-2.1,-0.8
5035,8.4254,-2.1,-0.8
5036,8.8384,-2.2,-0.9
5037,9.2390,-2.2,-0.9
5038,9.5589,-2.3,-1.0
5039,9.8099,-2.3,-1.0
5040,10.1322,-2.4,-1.0
5041,10.4831,-2.4,-1.1
5042,10.7862,-2.5,-1.1
5043,11.1861,-2.5,-1.1
5044,11.5568,-2.6,-1.1
5045,12.0519,-2.6,-1.2
5046,12.6324,-2.7,-1.2
5047,13.1975,-2.7,-1.2
5048,13.8077,-2.7,-1.3
5049,14.4733,-2.8,-1.3
5050,15.0632,-2.8,-1.3
5051,15.7765,-2.9,-1.4
5052,16.5256,-2.9,-1.4
5053,17.2161,-2.9,-1.4
5054,17.8264,-2.9,-1.5
5055,18.4698,-3.0,-1.5
5056,19.0368,-3.0,-1.5
5057,19.5726,-3.0,-1.6
5058,20.1328,-3.0,-1.6
5059,20.5826,-3.1,-1.6
5060,20.9865,-3.1,-1.7
5061,21.3939,-3.1,-1.7
5062,21.7631,-3.1,-1.7
5063,22.2020,-3.1,-1.8
5064,22.6183,-3.1,-1.8
5065,23.0097,-3.1,-1.8
5066,23.3429,-3.1,-1.9
5067,23.7129,-3.2,-1.9
5068,24.2146,-3.2,-1.9
5069,24.5953,-3.2,-1.9
5070,24.9463,-3.1,-1.9
5071,25.2262,-3.1,-2.0
5072,25.4497,-3.1,-2.0
5073,25.7164,-3.1,-2.0
5074,26.0093,-3.1,-2.0
5075,26.1984,-3.1,-2.0
5076,26.3524,-3.1,-2.1
5077,26.3841,-3.1,-2.1
5078,26.4208,-3.0,-2.1
5079,26.4573,-3.0,-2.1
5080,26.3732,-3.0,-2.1
5081,26.1923,-2.9,-2.1
5082,26.0479,-2.9,-2.1
5083,25.8650,-2.9,-2.1
5084,25.8697,-2.8,-2.1
5085,25.9426,-2.8,-2.1
5086,25.9621,-2.8,-2.1
5087,25.8296,-2.7,-2.1
5088,25.6905,-2.7,-2.1
5089,25.6609,-2.6,-2.1
5090,25.6300,-2.6,-2.1
5091,25.5947,-2.5,-2.1
5092,25.5205,-2.5,-2.1
5093,25.3859,-2.4,-2.1
5094,25.1543,-2.3,-2.1
5095,24.9282,-2.3,-2.1
5096,24.6517,-2.2,-2.0
5097,24.2771,-2.2,-2.0
5098,23.8607,-2.1,-2.0
5099,23.5041,-2.0,-2.0
5100,23.0948,-1.9,-2.0
5101,22.4987,-1.9,-2.0
5102,22.2199,-1.8,-2.0
5103,21.7226,-1.7,-1.9
5104,21.1990,-1.6,-1.9
5105,20.7308,-1.6,-1.9
5106,20.0244,-1.5,-1.9
5107,19.6208,-1.4,-1.8
5108,19.1923,-1.3,-1.8
5109,18.7059,-1.2,-1.8
5110,18.3189,-1.1,-1.7
5111,17.9411,-1.0,-1.7
5112,17.3771,-0.9,-1.7
5113,17.0223,-0.8,-1.7
5114,16.4545,-0.8,-1.6
5115,15.8564,-0.7,-1.6
5116,15.3220,-0.6,-1.5
5117,14.7935,-0.5,-1.5
5118,14.1646,-0.4,-1.5
5119,13.3960,-0.3,-1.4
5120,12.6778,-0.2,-1.4
5121,11.8926,-0.1,-1.3
5122,11.2419,0.0,-1.3
5123,10.5357,0.1,-1.2
5124,9.7807,0.2,-1.2
5125,9.1786,0.4,-1.1
5126,8.4926,0.5,-1.1
5127,7.6877,0.6,-1.1
5128,6.8780,0.7,-1.0
5129,6.1445,0.8,-0.9
5130,5.3004,0.9,-0.9
5131,4.3554,1.0,-0.9
5132,3.3658,1.1,-0.8
5133,2.4200,1.2,-0.8
5134,1.3504,1.3,-0.7
5135,0.2864,1.4,-0.6
5136,-0.9351,1.5,-0.6
5137,-2.1458,1.6,-0.5
5138,-3.2037,1.7,-0.5
5139,-4.2915,1.8,-0.4
5140,-4.9609,1.9,-0.3
5141,-5.9103,2.0,-0.2
5142,-6.4871,2.1,-0.2
5143,-7.1739,2.2,-0.1
5144,-7.5171,2.3,0.0
5145,-8.0840,2.4,0.1
5146,-8.3527,2.5,0.1
5147,-8.2750,2.6,0.2
5148,-7.4817,2.7,0.3
5149,-8.0775,2.8,0.4
5150,-7.8201,2.9,0.5
5151,-8.1217,3.0,0.6
5152,-7.5843,3.1,0.7
5153,-7.9875,3.2,0.8
5154,-8.1153,3.2,0.9
5155,-8.0144,3.3,1.0
5156,-7.4758,3.4,1.1
5157,-7.4411,3.5,1.2
5158,-7.5673,3.6,1.4
5159,-7.9855,3.7,1.5
5160,-8.0510,3.7,1.6
5161,-7.8110,3.8,1.7
5162,-7.7300,3.9,1.8
5163,-7.6510,4.0,2.0
5164,-7.5533,4.1,2.1
5165,-7.1370,4.1,2.2
5166,-6.9183,4.2,2.3
5167,-6.9801,4.3,2.4
5168,-7.2085,4.3,2.5
5169,-7.2972,4.4,2.6
5170,-7.0340,4.5,2.8
5171,-6.8466,4.6,2.9
5172,-6.7421,4.6,3.0
5173,-6.8113,4.7,3.1
5174,-6.6789,4.8,3.2
5175,-6.4596,4.8,3.3
5176,-6.1945,4.9,3.4
5177,-6.1885,4.9,3.5
5178,-6.1553,5.0,3.6
5179,-6.0102,5.1,3.7
5180,-5.6253,5.1,3.8
5181,-5.3047,5.2,3.9
5182,-5.0874,5.2,4.0
5183,-5.2081,5.3,4.1
5184,-5.0887,5.3,4.2
5185,-5.0148,5.4,4.3
5186,-4.9009,5.4,4.4
5187,-4.9573,5.5,4.5
5188,-4.9956,5.5,4.6
5189,-4.9723,5.6,4.6
5190,-4.8345,5.6,4.7
5191,-4.8519,5.7,4.8
5192,-5.0632,5.7,4.9
5193,-5.0855,5.8,4.9
5194,-5.0316,5.8,5.0
5195,-4.9501,5.9,5.0
5196,-4.9655,5.9,5.1
5197,-4.9714,5.9,5.2
5198,-5.0917,6.0,5.2
5199,-5.1271,6.0,5.3
5200,-5.1671,6.0,5.3
5201,-5.1900,6.1,5.4
5202,-5.1329,6.1,5.4
5203,-5.1886,6.1,5.5
5204,-5.1279,6.2,5.5
5205,-5.1397,6.2,5.6
5206,-5.0606,6.2,5.6
5207,-5.0189,6.3,5.6
5208,-4.9395,6.3,5.7
5209,-4.9643,6.3,5.7
5210,-5.0775,6.3,5.8
5211,-5.1118,6.4,5.8
5212,-5.1583,6.4,5.8
5213,-5.2019,6.4,5.8
5214,-5.3796,6.4,5.9
5215,-5.4543,6.5,5.9
5216,-5.5961,6.5,5.9
5217,-5.5411,6.5,5.9
5218,-5.5104,6.5,6.0
5219,-5.5408,6.5,6.0
5220,-5.6905,6.5,6.0
5221,-5.8550,6.5,6.0
5222,-5.9363,6.6,6.1
5223,-5.9427,6.6,6.1
5224,-5.8510,6.6,6.1
5225,-5.7606,6.6,6.1
5226,-5.6964,6.6,6.2
5227,-5.6602,6.6,6.2
5228,-5.6375,6.6,6.2
5229,-5.7128,6.6,6.2
5230,-5.8287,6.6,6.2
5231,-5.9778,6.6,6.2
5232,-5.8799,6.6,6.2
5233,-5.6999,6.6,6.3
5234,-5.5546,6.6,6.3
5235,-5.5191,6.6,6.3
5236,-5.6022,6.6,6.3
5237,-5.6511,6.6,6.3
5238,-5.5866,6.6,6.3
5239,-5.3570,6.6,6.4
5240,-5.1737,6.6,6.4
5241,-5.0953,6.6,6.4
5242,-5.0932,6.6,6.4
5243,-5.1255,6.6,6.4
5244,-5.2089,6.6,6.4
5245,-5.1941,6.6,6.4
5246,-5.1340,6.5,6.4
5247,-5.1219,6.5,6.4
5248,-5.1623,6.5,6.4
5249,-5.2813,6.5,6.4
5250,-5.3958,6.5,6.4
5251,-5.4990,6.5,6.4
5252,-5.5191,6.5,6.4
5253,-5.5192,6.5,6.4
5254,-5.5360,6.5,6.4
5255,-5.5052,6.5,6.4
5256,-5.5005,6.5,6.4
5257,-5.4980,6.4,6.4
5258,-5.5385,6.4,6.4
5259,-5.6711,6.4,6.4
5260,-5.7751,6.4,6.4
5261,-5.7942,6.4,6.4
5262,-5.7105,6.4,6.4
5263,-5.6672,6.4,6.4
5264,-5.6966,6.3,6.4
5265,-5.8239,6.3,6.3
5266,-5.9907,6.3,6.3
5267,-6.1284,6.3,6.3
5268,-6.0913,6.3,6.3
5269,-6.0806,6.3,6.3
5270,-6.0172,6.2,6.3
5271,-6.0154,6.2,6.3
5272,-6.0091,6.2,6.3
5273,-6.0644,6.2,6.3
5274,-6.0607,6.2,6.3
5275,-6.0511,6.1,6.3
5276,-5.9748,6.1,6.3
5277,-5.9361,6.1,6.2
5278,-5.8901,6.1,6.2
5279,-5.9094,6.1,6.2
5280,-5.8313,6.0,6.2
5281,-5.7944,6.0,6.2
5282,-5.6872,6.0,6.2
5283,-5.6463,6.0,6.2
5284,-5.6222,5.9,6.2
5285,-5.6266,5.9,6.2
5286,-5.5581,5.9,6.2
5287,-5.4900,5.9,6.1
5288,-5.3666,5.8,6.1
5289,-5.2519,5.8,6.1
5290,-5.1954,5.8,6.1
5291,-5.2374,5.7,6.1
5292,-5.3142,5.7,6.1
5293,-5.3038,5.7,6.1
5294,-5.2060,5.7,6.0
5295,-5.0391,5.6,6.0
5296,-5.0134,5.6,6.0
5297,-5.0734,5.6,6.0
5298,-5.1504,5.5,6.0
5299,-5.0700,5.5,6.0
5300,-4.9749,5.5,5.9
