Time (ms),Sensed Force (N),Desired Position (mm),Actual Position (mm)
5301,-4.8438,5.4,5.9
5302,-4.9320,5.4,5.9
5303,-5.0755,5.4,5.8
5304,-5.2136,5.3,5.8
5305,-5.1940,5.3,5.8
5306,-5.0897,5.3,5.7
5307,-5.0781,5.2,5.7
5308,-5.1820,5.2,5.7
5309,-5.2323,5.2,5.7
5310,-5.2444,5.1,5.6
5311,-5.2591,5.1,5.6
5312,-5.4165,5.1,5.6
5313,-5.5843,5.0,5.5
5314,-5.6270,5.0,5.5
5315,-5.4081,5.0,5.4
5316,-5.2883,4.9,5.4
5317,-5.3998,4.9,5.4
5318,-5.6085,4.8,5.3
5319,-5.6959,4.8,5.3
5320,-5.6493,4.8,5.2
5321,-5.5743,4.7,5.2
5322,-5.6244,4.7,5.2
5323,-5.7593,4.6,5.1
5324,-5.8424,4.6,5.1
5325,-5.8642,4.6,5.0
5326,-5.8928,4.5,5.0
5327,-5.9599,4.5,5.0
5328,-5.9758,4.4,4.9
5329,-5.9171,4.4,4.9
5330,-5.7718,4.3,4.8
5331,-5.7254,4.3,4.8
5332,-5.7756,4.3,4.7
5333,-5.9453,4.2,4.7
5334,-6.1065,4.2,4.7
5335,-6.0802,4.1,4.6
5336,-6.0351,4.1,4.6
5337,-5.9451,4.0,4.5
5338,-5.9170,4.0,4.5
5339,-6.0118,3.9,4.5
5340,-6.1001,3.9,4.4
5341,-6.1460,3.8,4.4
5342,-6.1359,3.8,4.3
5343,-6.0391,3.7,4.3
5344,-5.9680,3.7,4.3
5345,-5.8510,3.6,4.2
5346,-5.7921,3.6,4.2
5347,-5.7414,3.5,4.2
5348,-5.6520,3.5,4.1
5349,-5.6359,3.4,4.1
5350,-5.5899,3.4,4.0
5351,-5.5202,3.3,4.0
5352,-5.4491,3.3,4.0
5353,-5.3966,3.2,3.9
5354,-5.3973,3.2,3.9
5355,-5.3295,3.1,3.8
5356,-5.2273,3.1,3.8
5357,-5.1702,3.0,3.7
5358,-5.1891,3.0,3.7
5359,-5.2223,2.9,3.7
5360,-5.1855,2.9,3.6
5361,-5.1061,2.8,3.6
5362,-4.9671,2.8,3.5
5363,-4.9288,2.7,3.5
5364,-5.0165,2.6,3.4
5365,-5.0993,2.6,3.4
5366,-4.9920,2.5,3.3
5367,-4.8435,2.5,3.3
5368,-4.8349,2.4,3.2
5369,-4.8792,2.4,3.2
5370,-4.8558,2.3,3.1
5371,-4.6978,2.3,3.1
5372,-4.5165,2.2,3.0
5373,-4.6962,2.1,3.0
5374,-4.8359,2.1,2.9
5375,-4.8755,2.0,2.9
5376,-4.7025,2.0,2.8
5377,-4.5252,1.9,2.7
5378,-4.5882,1.9,2.7
5379,-4.7350,1.8,2.6
5380,-4.8908,1.7,2.6
5381,-4.8805,1.7,2.5
5382,-4.9615,1.6,2.4
5383,-5.0898,1.6,2.4
5384,-5.2503,1.5,2.3
5385,-5.2687,1.4,2.2
5386,-5.1593,1.4,2.2
5387,-5.2481,1.3,2.1
5388,-5.3815,1.3,2.0
5389,-5.5421,1.2,2.0
5390,-5.4198,1.1,1.9
5391,-5.3372,1.1,1.8
5392,-5.2911,1.0,1.8
5393,-5.3843,1.0,1.7
5394,-5.5784,0.9,1.6
5395,-5.5438,0.8,1.6
5396,-5.4815,0.8,1.5
5397,-5.3934,0.7,1.4
5398,-5.4006,0.6,1.4
5399,-5.3586,0.6,1.3
5400,-5.2931,0.5,1.2
5401,-5.1824,0.5,1.2
5402,-5.1987,0.4,1.1
5403,-5.3149,0.3,1.1
5404,-5.3650,0.3,1.0
5405,-5.2811,0.2,0.9
5406,-5.3097,0.1,0.9
5407,-5.4194,0.1,0.8
5408,-5.5363,0.0,0.7
5409,-5.6887,-0.1,0.7
5410,-5.6437,-0.1,0.6
5411,-5.6429,-0.2,0.5
5412,-5.5452,-0.3,0.5
5413,-5.4752,-0.3,0.4
5414,-5.3190,-0.4,0.4
5415,-5.2053,-0.5,0.3
5416,-5.2503,-0.5,0.2
5417,-5.4256,-0.6,0.2
5418,-5.5013,-0.7,0.1
5419,-4.9933,-0.7,0.0
5420,-3.1988,-0.8,0.0
5421,-1.6912,-0.9,-0.1
5422,-1.1534,-0.9,-0.1
5423,-0.2050,-1.0,-0.1
5424,0.9765,-1.1,-0.2
5425,1.4900,-1.2,-0.2
5426,1.7807,-1.2,-0.3
5427,2.6278,-1.3,-0.3
5428,3.4288,-1.4,-0.3
5429,3.9738,-1.4,-0.4
5430,4.6444,-1.5,-0.4
5431,5.4133,-1.6,-0.4
5432,5.6520,-1.6,-0.5
5433,6.0219,-1.7,-0.5
5434,6.2976,-1.7,-0.6
5435,6.5961,-1.8,-0.6
5436,7.0123,-1.9,-0.7
5437,7.3723,-1.9,-0.7
5438,7.6827,-2.0,-0.7
5439,7.9962,-2.0,-0.8
5440,8.3163,-2.1,-0.8
5441,8.6534,-2.2,-0.9
5442,9.0372,-2.2,-0.9
5443,9.4316,-2.3,-0.9
5444,9.7565,-2.3,-1.0
5445,10.0564,-2.4,-1.0
5446,10.2444,-2.4,-1.0
5447,10.5296,-2.5,-1.1
5448,10.7922,-2.5,-1.1
5449,11.2409,-2.6,-1.1
5450,11.5759,-2.6,-1.2
5451,11.9530,-2.7,-1.2
5452,12.5961,-2.7,-1.2
5453,13.3091,-2.7,-1.3
5454,13.9700,-2.8,-1.3
5455,14.6577,-2.8,-1.3
5456,15.3273,-2.9,-1.3
5457,15.9481,-2.9,-1.4
5458,16.6367,-2.9,-1.4
5459,17.3392,-3.0,-1.5
5460,18.0470,-3.0,-1.5
5461,18.6485,-3.0,-1.5
5462,19.2528,-3.0,-1.5
5463,19.8496,-3.1,-1.6
5464,20.4158,-3.1,-1.6
5465,20.8621,-3.1,-1.7
5466,21.2927,-3.1,-1.7
5467,21.7952,-3.1,-1.7
5468,22.1255,-3.2,-1.8
5469,22.4666,-3.2,-1.8
5470,22.8453,-3.2,-1.8
5471,23.2633,-3.2,-1.9
5472,23.6056,-3.2,-1.9
5473,24.0675,-3.2,-1.9
5474,24.4496,-3.2,-1.9
5475,24.8245,-3.2,-2.0
5476,25.1138,-3.2,-2.0
5477,25.3861,-3.2,-2.0
5478,25.6298,-3.2,-2.0
5479,25.9179,-3.2,-2.0
5480,26.1377,-3.2,-2.1
5481,26.4586,-3.1,-2.1
5482,26.6383,-3.1,-2.1
5483,26.7439,-3.1,-2.1
5484,26.7146,-3.1,-2.1
5485,26.7265,-3.1,-2.1
5486,26.6740,-3.0,-2.1
5487,26.5493,-3.0,-2.1
5488,26.3890,-3.0,-2.2
5489,26.1981,-2.9,-2.2
5490,26.0995,-2.9,-2.2
5491,26.1963,-2.9,-2.2
5492,26.2249,-2.8,-2.2
5493,26.1495,-2.8,-2.1
5494,26.0556,-2.7,-2.1
5495,25.9695,-2.7,-2.1
5496,25.9272,-2.6,-2.1
5497,25.9520,-2.6,-2.1
5498,25.8695,-2.5,-2.1
5499,25.6310,-2.5,-2.1
5500,25.3504,-2.4,-2.1
5501,25.1067,-2.3,-2.1
5502,24.8319,-2.3,-2.1
5503,24.5309,-2.2,-2.1
5504,24.0659,-2.1,-2.1
5505,23.5890,-2.1,-2.0
5506,23.2522,-2.0,-2.0
5507,22.7493,-1.9,-2.0
5508,22.2509,-1.8,-2.0
5509,21.7581,-1.8,-2.0
5510,21.2021,-1.7,-2.0
5511,20.7075,-1.6,-1.9
5512,20.4696,-1.5,-1.9
5513,20.0299,-1.4,-1.9
5514,19.4027,-1.3,-1.9
5515,18.9442,-1.3,-1.8
5516,18.6381,-1.2,-1.8
5517,18.2893,-1.1,-1.8
5518,17.7979,-1.0,-1.7
5519,17.2742,-0.9,-1.7
5520,16.7570,-0.8,-1.7
5521,16.3498,-0.7,-1.6
5522,15.7258,-0.6,-1.6
5523,15.1190,-0.5,-1.6
5524,14.4611,-0.4,-1.5
5525,13.7808,-0.3,-1.5
5526,13.0770,-0.2,-1.4
5527,12.3612,-0.1,-1.4
5528,11.5743,0.0,-1.3
5529,10.6282,0.1,-1.3
5530,9.8426,0.2,-1.3
5531,9.2127,0.3,-1.2
5532,8.4707,0.4,-1.2
5533,7.7604,0.5,-1.1
5534,7.0066,0.6,-1.1
5535,6.3033,0.7,-1.0
5536,5.5917,0.8,-1.0
5537,4.6712,1.0,-0.9
5538,3.7024,1.1,-0.9
5539,2.6495,1.2,-0.8
5540,1.5213,1.3,-0.8
5541,0.4400,1.4,-0.7
5542,-0.5817,1.5,-0.6
5543,-1.7365,1.6,-0.6
5544,-2.9049,1.7,-0.5
5545,-4.1874,1.8,-0.4
5546,-5.0140,1.9,-0.4
5547,-5.7945,2.0,-0.3
5548,-6.3913,2.1,-0.2
5549,-7.2918,2.2,-0.1
5550,-7.8187,2.3,-0.1
5551,-7.9217,2.4,0.0
5552,-8.0099,2.5,0.1
5553,-8.3675,2.6,0.2
5554,-8.0358,2.7,0.3
5555,-8.3227,2.8,0.4
5556,-7.6039,2.9,0.5
5557,-7.7954,3.0,0.6
5558,-7.3303,3.1,0.7
5559,-8.1128,3.2,0.8
5560,-7.9553,3.2,0.9
5561,-7.7605,3.3,1.0
5562,-7.2846,3.4,1.1
5563,-7.0017,3.5,1.3
5564,-7.0918,3.6,1.4
5565,-6.9087,3.7,1.5
5566,-7.0329,3.8,1.6
5567,-6.8816,3.8,1.7
5568,-6.8061,3.9,1.8
5569,-6.6840,4.0,2.0
5570,-6.6583,4.1,2.1
5571,-6.5149,4.1,2.2
5572,-6.5694,4.2,2.3
5573,-6.7847,4.3,2.4
5574,-6.8583,4.4,2.5
5575,-6.8330,4.4,2.7
5576,-6.7521,4.5,2.7
5577,-6.7436,4.6,2.9
5578,-6.7552,4.6,3.0
5579,-6.6301,4.7,3.1
5580,-6.4128,4.8,3.2
5581,-6.1739,4.8,3.3
5582,-6.1357,4.9,3.4
5583,-6.1219,5.0,3.5
5584,-6.0453,5.0,3.7
5585,-5.6781,5.1,3.8
5586,-5.4132,5.1,3.8
5587,-5.1650,5.2,4.0
5588,-5.0586,5.3,4.1
5589,-4.8752,5.3,4.2
5590,-4.6726,5.4,4.3
5591,-4.3782,5.4,4.3
5592,-4.2659,5.5,4.4
5593,-4.1424,5.5,4.5
5594,-4.2636,5.6,4.6
5595,-4.2331,5.6,4.7
5596,-4.4198,5.7,4.8
5597,-4.5780,5.7,4.8
5598,-4.6759,5.8,4.9
5599,-4.6971,5.8,5.0
5600,-4.6856,5.8,5.0
5601,-4.6998,5.9,5.1
5602,-4.8869,5.9,5.1
5603,-5.0485,6.0,5.2
5604,-5.1460,6.0,5.2
5605,-5.1592,6.0,5.3
5606,-5.1366,6.1,5.4
5607,-5.0744,6.1,5.4
5608,-5.0137,6.1,5.4
5609,-4.8104,6.2,5.5
5610,-4.7346,6.2,5.5
5611,-4.6509,6.2,5.6
5612,-4.6835,6.3,5.6
5613,-4.7882,6.3,5.7
5614,-4.6930,6.3,5.7
5615,-4.5873,6.3,5.8
5616,-4.5122,6.4,5.8
5617,-4.5156,6.4,5.8
5618,-4.7222,6.4,5.8
5619,-4.9308,6.4,5.9
5620,-5.1617,6.4,5.9
5621,-5.2544,6.5,5.9
5622,-5.2062,6.5,6.0
5623,-5.1393,6.5,6.0
5624,-5.2094,6.5,6.0
5625,-5.2933,6.5,6.0
5626,-5.4444,6.5,6.0
5627,-5.5393,6.6,6.1
5628,-5.6052,6.6,6.1
5629,-5.6169,6.6,6.1
5630,-5.6028,6.6,6.2
5631,-5.5421,6.6,6.2
5632,-5.5662,6.6,6.2
5633,-5.6363,6.6,6.2
5634,-5.6492,6.6,6.2
5635,-5.6621,6.6,6.2
5636,-5.6222,6.6,6.3
5637,-5.6293,6.6,6.3
5638,-5.5947,6.6,6.3
5639,-5.4957,6.6,6.3
5640,-5.2895,6.6,6.3
5641,-5.1575,6.6,6.3
5642,-5.0545,6.6,6.4
5643,-5.0808,6.6,6.4
5644,-5.1433,6.6,6.4
5645,-5.1141,6.6,6.4
5646,-5.1118,6.6,6.4
5647,-5.0688,6.6,6.4
5648,-5.0159,6.6,6.4
5649,-4.9659,6.6,6.4
5650,-4.9954,6.6,6.4
5651,-5.0971,6.6,6.4
5652,-5.2146,6.5,6.4
5653,-5.2965,6.5,6.4
5654,-5.2929,6.5,6.4
5655,-5.3136,6.5,6.4
5656,-5.3489,6.5,6.4
5657,-5.4661,6.5,6.4
5658,-5.5570,6.5,6.4
5659,-5.5567,6.5,6.4
5660,-5.5149,6.5,6.4
5661,-5.4785,6.5,6.4
5662,-5.5157,6.5,6.4
5663,-5.6577,6.4,6.4
5664,-5.7738,6.4,6.4
5665,-5.8013,6.4,6.4
5666,-5.7184,6.4,6.3
5667,-5.6409,6.4,6.3
5668,-5.6126,6.4,6.3
5669,-5.7272,6.4,6.3
5670,-5.8920,6.3,6.3
5671,-6.0177,6.3,6.3
5672,-6.0655,6.3,6.3
5673,-6.0716,6.3,6.3
5674,-6.1106,6.3,6.3
5675,-6.0396,6.3,6.3
5676,-6.0173,6.2,6.3
5677,-6.0536,6.2,6.3
5678,-6.0824,6.2,6.3
5679,-6.1072,6.2,6.3
5680,-6.0633,6.2,6.3
5681,-5.9646,6.1,6.2
5682,-5.8574,6.1,6.2
5683,-5.7862,6.1,6.2
5684,-5.7258,6.1,6.2
5685,-5.6431,6.0,6.2
5686,-5.6456,6.0,6.2
5687,-5.5785,6.0,6.2
5688,-5.5426,6.0,6.2
5689,-5.5176,6.0,6.2
5690,-5.3431,5.9,6.2
5691,-5.2055,5.9,6.2
5692,-5.1316,5.9,6.2
5693,-5.1334,5.8,6.2
5694,-5.1699,5.8,6.2
5695,-5.2431,5.8,6.1
5696,-5.2463,5.8,6.1
5697,-5.1309,5.7,6.1
5698,-5.0193,5.7,6.1
5699,-4.9136,5.7,6.1
5700,-4.9071,5.6,6.1
5701,-4.9878,5.6,6.0
5702,-5.0070,5.6,6.0
5703,-4.9636,5.6,6.0
5704,-4.8906,5.5,6.0
5705,-4.7813,5.5,6.0
5706,-4.7692,5.5,5.9
5707,-4.7629,5.4,5.9
5708,-4.8559,5.4,5.9
5709,-4.8096,5.4,5.9
5710,-4.8439,5.3,5.8
5711,-4.9075,5.3,5.8
5712,-4.9619,5.3,5.8
5713,-5.0277,5.2,5.7
5714,-5.0415,5.2,5.7
5715,-5.0935,5.2,5.7
5716,-5.1401,5.1,5.6
5717,-5.3073,5.1,5.6
5718,-5.3774,5.1,5.5
5719,-5.3745,5.0,5.5
5720,-5.4241,5.0,5.5
5721,-5.5204,4.9,5.4
5722,-5.5840,4.9,5.4
5723,-5.6497,4.9,5.3
5724,-5.6741,4.8,5.3
5725,-5.7115,4.8,5.3
5726,-5.8138,4.8,5.2
5727,-5.8934,4.7,5.2
5728,-5.9210,4.7,5.1
5729,-5.9675,4.6,5.1
5730,-6.0114,4.6,5.1
5731,-6.1016,4.6,5.0
5732,-6.1710,4.5,5.0
5733,-6.0589,4.5,4.9
5734,-5.9171,4.4,4.9
5735,-5.7483,4.4,4.9
5736,-5.7783,4.3,4.8
5737,-5.8216,4.3,4.8
5738,-5.9919,4.3,4.7
5739,-6.0389,4.2,4.7
5740,-6.1086,4.2,4.7
5741,-6.0916,4.1,4.6
5742,-6.0878,4.1,4.6
5743,-6.1113,4.0,4.5
5744,-6.0906,4.0,4.5
5745,-6.2034,3.9,4.4
5746,-6.2406,3.9,4.4
5747,-6.3527,3.8,4.4
5748,-6.3199,3.8,4.3
5749,-6.2883,3.7,4.3
5750,-6.1095,3.7,4.3
5751,-5.9016,3.6,4.2
5752,-5.8177,3.6,4.2
5753,-5.7750,3.5,4.1
5754,-5.8117,3.5,4.1
5755,-5.8744,3.4,4.1
5756,-5.8754,3.4,4.0
5757,-5.8338,3.3,4.0
5758,-5.8104,3.3,4.0
5759,-5.5522,3.2,3.9
5760,-5.2977,3.2,3.9
5761,-5.2343,3.1,3.8
5762,-5.2958,3.1,3.8
5763,-5.5382,3.0,3.8
5764,-5.6647,3.0,3.7
5765,-5.4699,2.9,3.7
5766,-5.1111,2.9,3.6
5767,-4.9528,2.8,3.6
5768,-4.9799,2.8,3.5
5769,-5.0424,2.7,3.5
5770,-4.9527,2.6,3.4
5771,-4.9387,2.6,3.4
5772,-4.9994,2.5,3.4
5773,-5.0910,2.5,3.3
5774,-5.1001,2.4,3.2
5775,-4.8743,2.4,3.2
5776,-4.6851,2.3,3.1
5777,-4.7294,2.3,3.1
5778,-4.9729,2.2,3.0
5779,-5.0250,2.1,3.0
5780,-4.9953,2.1,2.9
5781,-4.8884,2.0,2.9
5782,-4.8987,2.0,2.8
5783,-4.8814,1.9,2.7
5784,-4.8889,1.8,2.7
5785,-4.8647,1.8,2.6
5786,-4.7984,1.7,2.6
5787,-4.8628,1.7,2.5
5788,-5.0022,1.6,2.4
5789,-5.0107,1.5,2.4
5790,-4.9843,1.5,2.3
5791,-4.9630,1.4,2.2
5792,-5.0063,1.4,2.1
5793,-5.2070,1.3,2.1
5794,-5.3188,1.2,2.0
5795,-5.3426,1.2,1.9
5796,-5.3263,1.1,1.9
5797,-5.3927,1.1,1.8
5798,-5.5075,1.0,1.7
5799,-5.5531,0.9,1.7
5800,-5.5686,0.9,1.6
5801,-5.4677,0.8,1.5
5802,-5.5611,0.8,1.4
5803,-5.5727,0.7,1.4
5804,-5.6558,0.6,1.3
5805,-5.6595,0.6,1.3
5806,-5.6252,0.5,1.2
5807,-5.6576,0.4,1.2
5808,-5.5913,0.4,1.1
5809,-5.5526,0.3,1.0
5810,-5.6270,0.2,1.0
5811,-5.7316,0.2,0.9
5812,-5.8842,0.1,0.8
5813,-5.8523,0.0,0.8
5814,-5.7834,0.0,0.7
5815,-5.6817,-0.1,0.6
5816,-5.6464,-0.2,0.6
5817,-5.7355,-0.2,0.5
5818,-5.7495,-0.3,0.5
5819,-5.6501,-0.4,0.4
5820,-5.5662,-0.4,0.3
5821,-5.7530,-0.5,0.2
5822,-5.3548,-0.6,0.2
5823,-5.7579,-0.6,0.1
5824,-5.5352,-0.7,0.1
5825,-4.3772,-0.8,0.0
5826,-2.2683,-0.8,0.0
5827,-1.2795,-0.9,-0.1
5828,-0.6900,-1.0,-0.2
5829,0.5131,-1.1,-0.2
5830,1.4316,-1.1,-0.2
5831,1.3783,-1.2,-0.3
5832,1.9685,-1.3,-0.3
5833,3.0302,-1.3,-0.3
5834,3.5802,-1.4,-0.4
5835,4.1270,-1.5,-0.4
5836,4.8652,-1.5,-0.4
5837,5.3377,-1.6,-0.5
5838,5.7018,-1.7,-0.5
5839,6.1031,-1.7,-0.6
5840,6.3455,-1.8,-0.6
5841,6.5533,-1.8,-0.6
5842,6.9119,-1.9,-0.7
5843,7.4637,-2.0,-0.7
5844,7.9043,-2.0,-0.8
5845,8.3464,-2.1,-0.8
5846,8.7281,-2.1,-0.8
5847,8.9309,-2.2,-0.9
5848,9.3293,-2.3,-0.9
5849,9.6177,-2.3,-0.9
5850,9.9563,-2.4,-1.0
5851,10.3203,-2.4,-1.0
5852,10.5747,-2.5,-1.1
5853,10.9364,-2.5,-1.1
5854,11.3450,-2.6,-1.2
5855,11.7366,-2.6,-1.2
5856,12.2099,-2.7,-1.2
5857,12.7670,-2.7,-1.2
5858,13.3620,-2.7,-1.3
5859,14.0030,-2.8,-1.3
5860,14.6966,-2.8,-1.3
5861,15.3493,-2.9,-1.4
5862,16.0651,-2.9,-1.4
5863,16.8710,-2.9,-1.4
5864,17.5236,-3.0,-1.5
5865,18.1050,-3.0,-1.5
5866,18.7861,-3.0,-1.5
5867,19.3895,-3.1,-1.6
5868,19.8942,-3.1,-1.6
5869,20.4384,-3.1,-1.6
5870,21.0039,-3.1,-1.7
5871,21.4393,-3.2,-1.7
5872,21.9391,-3.2,-1.8
5873,22.3605,-3.2,-1.8
5874,22.7027,-3.2,-1.8
5875,23.1087,-3.2,-1.8
5876,23.4440,-3.2,-1.9
5877,23.8356,-3.2,-1.9
5878,24.1996,-3.2,-1.9
5879,24.6309,-3.2,-2.0
5880,25.0820,-3.2,-2.0
5881,25.4717,-3.2,-2.0
5882,25.7707,-3.2,-2.0
5883,25.9672,-3.2,-2.1
5884,26.1978,-3.2,-2.1
5885,26.5012,-3.2,-2.1
5886,26.7762,-3.2,-2.1
5887,27.0016,-3.2,-2.1
5888,27.0967,-3.2,-2.1
5889,27.0343,-3.1,-2.1
5890,27.0565,-3.1,-2.1
5891,27.0643,-3.1,-2.2
5892,27.0444,-3.1,-2.2
5893,26.9544,-3.0,-2.2
5894,26.7384,-3.0,-2.2
5895,26.5153,-2.9,-2.2
5896,26.4463,-2.9,-2.2
5897,26.5305,-2.9,-2.2
5898,26.6358,-2.8,-2.2
5899,26.6252,-2.8,-2.2
5900,26.5079,-2.7,-2.2
5901,26.3976,-2.7,-2.2
5902,26.3195,-2.6,-2.2
5903,26.2965,-2.6,-2.2
5904,26.1504,-2.5,-2.2
5905,26.0025,-2.5,-2.2
5906,25.7367,-2.4,-2.1
5907,25.5223,-2.3,-2.1
5908,25.1731,-2.3,-2.1
5909,24.7763,-2.2,-2.1
5910,24.3513,-2.1,-2.1
5911,23.9547,-2.0,-2.1
5912,23.5185,-2.0,-2.0
5913,23.0498,-1.9,-2.0
5914,22.5475,-1.8,-2.0
5915,22.0595,-1.7,-2.0
5916,21.6766,-1.7,-2.0
5917,21.2443,-1.6,-2.0
5918,20.8119,-1.5,-1.9
5919,20.3124,-1.4,-1.9
5920,19.8124,-1.3,-1.9
5921,19.2640,-1.2,-1.9
5922,18.7849,-1.1,-1.8
5923,18.3172,-1.0,-1.8
5924,17.7661,-0.9,-1.7
5925,17.2016,-0.8,-1.7
5926,16.4078,-0.7,-1.7
5927,15.9872,-0.6,-1.6
5928,15.4192,-0.5,-1.6
5929,14.7648,-0.4,-1.6
5930,13.8563,-0.3,-1.5
5931,13.0766,-0.2,-1.5
5932,12.4001,-0.1,-1.4
5933,11.7272,0.0,-1.4
5934,10.9500,0.1,-1.3
5935,10.2859,0.2,-1.3
5936,9.5412,0.3,-1.3
5937,8.6502,0.4,-1.2
5938,7.8903,0.5,-1.2
5939,7.1627,0.6,-1.1
5940,6.3232,0.7,-1.0
5941,5.4407,0.8,-1.0
5942,4.4916,0.9,-0.9
5943,3.5476,1.1,-0.9
5944,2.4488,1.2,-0.9
5945,1.2881,1.3,-0.8
5946,0.0949,1.4,-0.7
5947,-1.0051,1.5,-0.7
5948,-2.1714,1.6,-0.6
5949,-3.2776,1.7,-0.5
5950,-4.3207,1.8,-0.5
5951,-5.1857,1.9,-0.4
5952,-6.0239,2.0,-0.3
5953,-6.4288,2.1,-0.2
5954,-7.2712,2.2,-0.2
5955,-7.9050,2.3,-0.1
5956,-7.7629,2.4,0.0
5957,-7.5222,2.5,0.1
5958,-7.4487,2.6,0.2
5959,-7.5467,2.7,0.3
5960,-7.3758,2.8,0.4
5961,-7.0637,2.9,0.5
5962,-6.5494,3.0,0.6
5963,-6.8480,3.1,0.7
5964,-6.8471,3.2,0.8
5965,-6.6629,3.3,0.9
5966,-5.9141,3.3,1.1
5967,-5.9644,3.4,1.2
5968,-6.1334,3.5,1.3
5969,-6.4525,3.6,1.4
5970,-6.3376,3.7,1.5
5971,-6.1600,3.8,1.6
5972,-6.2059,3.9,1.7
5973,-6.1113,3.9,1.9
5974,-6.0943,4.0,2.0
5975,-5.7276,4.1,2.1
5976,-5.6527,4.2,2.2
5977,-5.6105,4.2,2.3
5978,-5.8212,4.3,2.5
5979,-5.9295,4.4,2.6
5980,-5.7738,4.5,2.7
5981,-5.5556,4.5,2.8
5982,-5.4253,4.6,2.9
5983,-5.3014,4.7,3.1
5984,-5.1169,4.7,3.2
5985,-4.7963,4.8,3.3
5986,-4.5019,4.9,3.4
5987,-4.3497,4.9,3.5
5988,-4.1476,5.0,3.6
5989,-3.8802,5.0,3.8
5990,-3.5061,5.1,3.9
5991,-3.1111,5.2,4.0
5992,-2.9018,5.2,4.1
5993,-2.7092,5.3,4.2
5994,-2.6255,5.3,4.3
5995,-2.3271,5.4,4.4
5996,-2.1773,5.4,4.5
5997,-2.0783,5.5,4.6
5998,-2.1894,5.5,4.6
5999,-2.2050,5.6,4.7
6000,-2.3050,5.6,4.8
6001,-2.2477,5.7,4.9
6002,-2.2742,5.7,5.0
6003,-2.2162,5.8,5.0
6004,-2.1755,5.8,5.1
6005,-2.1534,5.9,5.2
6006,-2.1959,5.9,5.2
6007,-2.2571,5.9,5.3
6008,-2.2150,6.0,5.4
6009,-2.1254,6.0,5.4
6010,-1.9605,6.1,5.5
6011,-1.7551,6.1,5.5
6012,-1.6826,6.1,5.6
6013,-1.5124,6.2,5.6
6014,-1.4275,6.2,5.7
6015,-1.2759,6.2,5.7
6016,-1.1088,6.3,5.8
6017,-1.0620,6.3,5.8
6018,-1.0534,6.3,5.9
6019,-1.0957,6.3,5.9
6020,-1.1590,6.4,5.9
6021,-1.3123,6.4,5.9
6022,-1.4153,6.4,6.0
6023,-1.4523,6.4,6.0
6024,-1.4594,6.4,6.0
6025,-1.4890,6.5,6.1
6026,-1.5969,6.5,6.1
6027,-1.7828,6.5,6.1
6028,-1.8263,6.5,6.1
6029,-1.8010,6.5,6.2
6030,-1.7041,6.5,6.2
6031,-1.6329,6.6,6.2
6032,-1.5725,6.6,6.2
6033,-1.4547,6.6,6.3
6034,-1.3805,6.6,6.3
6035,-1.3936,6.6,6.3
6036,-1.3415,6.6,6.3
6037,-1.2081,6.6,6.4
6038,-1.1206,6.6,6.4
6039,-1.0507,6.6,6.4
6040,-1.0888,6.6,6.4
6041,-1.2055,6.6,6.4
6042,-1.2009,6.6,6.4
6043,-1.0460,6.6,6.4
6044,-0.8806,6.6,6.5
6045,-0.8583,6.6,6.5
6046,-0.8760,6.6,6.5
6047,-0.8960,6.6,6.5
6048,-0.8153,6.6,6.5
6049,-0.6642,6.6,6.5
6050,-0.5607,6.6,6.5
6051,-0.5520,6.6,6.5
6052,-0.5744,6.6,6.5
6053,-0.4291,6.6,6.5
6054,-0.4668,6.6,6.6
6055,-0.4081,6.6,6.6
6056,-0.4275,6.6,6.6
6057,-0.4052,6.6,6.6
6058,-0.3588,6.6,6.6
6059,-0.3184,6.6,6.6
6060,-0.3041,6.6,6.6
6061,-0.2579,6.6,6.6
6062,-0.2766,6.6,6.5
6063,-0.2593,6.6,6.5
6064,-0.2068,6.6,6.6
6065,-0.2154,6.6,6.6
6066,-0.2224,6.6,6.5
6067,-0.2830,6.6,6.5
6068,-0.2791,6.6,6.5
6069,-0.3085,6.6,6.5
6070,-0.4237,6.6,6.5
6071,-0.5546,6.6,6.5
6072,-0.7603,6.6,6.5
6073,-0.8138,6.6,6.5
6074,-0.8668,6.6,6.5
6075,-0.8804,6.6,6.5
6076,-0.8827,6.6,6.5
6077,-0.9277,6.6,6.5
6078,-0.9365,6.6,6.5
6079,-0.8829,6.6,6.5
6080,-0.7831,6.6,6.5
6081,-0.6525,6.6,6.5
6082,-0.5585,6.6,6.5
6083,-0.3615,6.6,6.5
6084,-0.2233,6.6,6.5
6085,-0.1136,6.6,6.5
6086,-0.0974,6.6,6.5
6087,-0.1264,6.6,6.5
6088,-0.1500,6.6,6.5
6089,-0.1318,6.6,6.5
6090,-0.1049,6.6,6.5
6091,-0.0545,6.5,6.5
6092,-0.0572,6.5,6.5
6093,-0.0206,6.5,6.5
6094,0.0325,6.5,6.5
6095,0.1201,6.5,6.5
6096,0.1924,6.5,6.5
6097,0.2981,6.5,6.5
6098,0.4235,6.5,6.5
6099,0.5369,6.5,6.5
6100,0.6604,6.5,6.6
6101,0.7008,6.5,6.6
6102,0.7224,6.5,6.6
6103,0.7512,6.5,6.6
6104,0.8316,6.5,6.6
6105,0.8633,6.5,6.6
6106,0.9227,6.5,6.6
6107,1.0305,6.5,6.6
